Character,script,ep_number,Book,total_number
Tarrlok,"Oh, Tenzin. [Turns to him.] Always the conspiracy theorist. Did you ever consider Saikhan simply recognizes my talents and wants what is best for this city? [Tenzin grunts in disgust as Korra walks toward them.] Well, Avatar Korra. Long time, no see. Now that your little pro-bending distractions are over, I look forward to your return to my task force.",8,1,8
Korra,Ha! [Folds her arms.] Forget it! There's no way I'm rejoining your vanity project.,8,1,8
Tarrlok,"That is unfortunate to hear, but I'm sure you'll come to your senses as you have in the past.",8,1,8
Korra,"Don't hold your breath, bub. [Pointing at Tarrlok.] You know, Tenzin's been right about you all along. [Points at herself.] You played me, [Points out in the distance.] you played Beifong, [Points at Tarrlok again.] and now you're playing the new Chief too. [Swipes her hand aside, and walks up to Tarrlok.] Well, I got news for you. [Points at him.] You need me, [Points to herself.] but I don't need you. I'm the Avatar.",8,1,8
Tarrlok,"[Side-view; somewhat scornfully and mockingly.] You're not, in fact, the Avatar. [Korra's face softens with surprise; cut to a frontal shot of Tarrlok.] You are merely a half-baked Avatar in training, which reminds me, how is your airbending going? [Side-view of Korra's face, as she looks at him with a sad expression.] Made any significant progress with that? [Korra looks down in defeat, clenching her teeth; close-up of a smug Tarrlok.] I didn't think so. [Frontal shot of a dejected Korra as Tarrlok turns away; somewhat angrily.] If you will not be part of my task force, then you had best stay out of my way.",8,1,8
,"He leaves as Tenzin places his hand on Korra's shoulder to comfort her, as she looks in Tarrlok's direction in anger. Aerial shot of Oogi flying over Republic City. Closer shot of Korra sitting on the saddle.",8,1,8
Korra,"[Frustrated.] I don't understand what's wrong with me. I've memorized nearly all of the practice forms, but I still can't produce a single measly puff of air! [Downcast.] I'm a failure.",8,1,8
Tenzin,[Frontal shot of him holding the reins.] No you're not. You just need to work through this airbending block.,8,1,8
Korra,[Sarcastically.] Amazing advice. I'll get right on that.,8,1,8
Tenzin,"[Slightly annoyed.] I wasn't finished yet. You see, Aang not only had his bending teachers, but also his past lives to call upon for guidance. Have you ever made contact with your past lives?",8,1,8
Korra,"No, of course I haven't. Didn't you get the memo from the White Lotus? I'm a spiritual failure, too.",8,1,8
Tenzin,You may have made a connection without realizing it. [Close shot of Korra.] Perhaps something you mistook as a dream?,8,1,8
Korra,"Maybe. I had a few weird hallucinations, [Shot of Tenzin from the back.] but I hardly even remember them.",8,1,8
Tenzin,[Turns toward Korra in surprise.] And did you see any previous Avatars in these visions?,8,1,8
Korra,I saw Aang. It seemed like he was in trouble. What do you think it means?,8,1,8
Tenzin,"Hmm, I don't know. [Strokes his beard.] But I urge you to meditate on these visions. [Further shot of the sky bison flying toward Air Temple Island.] I believe Aang's spirit must be trying to tell you something.",8,1,8
,"Fade to evening as the camera points toward Avatar Aang's statue. The scene turns into night time as the camera pans to show Korra sitting on the ledge on Air Temple Island, staring at the statue of Aang on Memorial island, tears rolling down her cheeks.",8,1,8
Mako,[Searches for her; off-screen.] Korra? You out here?,8,1,8
,Korra turns her head toward the voice and wipes away her tears as Pabu comes out from the bushes. Cut to a bush as Pabu's head peeks out and chirps.,8,1,8
Bolin,"[Yelling off-screen as Pabu runs toward her and climbs onto Korra's shoulder, wrapping himself around her.] Korraaa!",8,1,8
,"The ferret stops in front of Korra and starts licking away her tears. Bolin, Asami, and Mako find her and Pabu runs back to Bolin and climbs up onto his shoulder.",8,1,8
Bolin,There you are. [Reaches down so Pabu can climb onto him; worried.] Are you okay?,8,1,8
Korra,[Trying to act normal and shrugs.] I'm fine.,8,1,8
Mako,"[Persistently.] Come on, what's wrong? You can tell us.",8,1,8
Korra,[Cut to a close-up of Korra as she sighs.] How am I suppose to save this city when I can't even learn airbending? [Turns her head.] I'm the worst Avatar ever! [Turns her head back and hangs her head down.] I just feel ... alone.,8,1,8
Asami,"[Cut to a close-up of Asami and Mako.] No, that's nonsense! You're amazing!",8,1,8
Mako,[Agreeing with Asami.] Yeah and remember. Aang hadn't mastered all the elements when he was battling the Fire Nation. He was just a little kid.,8,1,8
Bolin,"[Pipes in.] And he wasn't alone. He had his friends to help him. Look, the arena might be shut down but we're still a team. The new Team Avatar!",8,1,8
Mako,"We got your back Korra, and we can save this city. [Asami, Bolin and Mako place their hands on each other.] Together.",8,1,8
Korra,"[Stand up, encouraged.] Yeah, let's do it!",8,1,8
,"Places her hand on top and Meelo suddenly descends and airbends down, farting on top on their hands as they express their shock and disgust by widening their eyes.",8,1,8
Meelo,"[Raises his arm, grinning.] Yeah, let's do it! [Continues to fart while speaking in confusion.] What are we doing? [The new team laughs heartily while Meelo grins goofily.]",8,1,8
,Scene changes to the gates of the temple to a night view of Republic City as the camera slowly pans out to reveal Bolin looking at the city.,8,1,8
Bolin,"[In a deep, dramatic voice.] Get ready, Republic City. [Cut to a frontal shot of Bolin as the rest assemble. Korra leads Naga next to Bolin and Mako stands on the other side.] You are about to be patrolled by Team Avatar.",8,1,8
Mako,"[Asami approaches the team wielding an electrified glove.] Asami, you always know how to accessorize your outfits.",8,1,8
Asami,I figure one way to fight Equalists is to use an Equalist weapon. [Conducts electricity from the glove.],8,1,8
Korra,"All right, [Punches palm.] Let's ride.",8,1,8
,"Camera pans out to reveal Mako, Asami, and Korra already seated on Naga.",8,1,8
Bolin,[Jumps onto Naga.] Naga away!,8,1,8
,"Naga bends down, causing the New Team Avatar to slide off her and fall on top of each other. Naga growls and shakes her head. Cut to an embarrassed Korra as she stands up and places her hand on her head. She narrows her eyes in dismay as they look to the side.",8,1,8
Korra,"All right, scratch that. [Turns to her team.] Any other ideas?",8,1,8
Asami,[Cut to Asami as she stands up and flips her hair.] Hmm. [Rests a hand on her chin in thought.] I think I have the answer.,8,1,8
,"A garage opens, the headlights from a car shining on Mako, Bolin, and Korra. Asami starts up the car and drives out of the garage. The car swerves and stops in front of them.",8,1,8
Asami,You think this'll do?,8,1,8
,"Mako, Bolin, and Korra smile at her and they all jump into the car.",8,1,8
Mako,[Impressed.] I like the new Team Avatar's style.,8,1,8
,Asami changes gears and they drive off to patrol the city. The radio begins to speak.,8,1,8
Police dispatcher,"Unit two sixteen, cancel that ten fifty-eight at Harmony Tower. Come back to the station, over. [Cuts off.]",8,1,8
Asami,My dad had police scanners installed in all of his cars. I guess now I know why.,8,1,8
Police dispatcher,"Calling all units, Level Four Alert. Jailbreak at headquarters. Officers down, electrocuted. Chi blockers and Equalist convicts are still at large armed and dangerous. [The team looks at the radio with intent.] Last seen heading east. I repeat, Level Four Alert. Equalist jailbreak! [Asami stops the car as a truck and several Equalist motorcyclists rush through the traffic.]",8,1,8
Bolin,[Shouts.] Chi blockers!,8,1,8
Mako,[Yelling.] That's them! [Camera zooms in quickly.],8,1,8
Korra,[Pointing to her left.] Let's get 'em!,8,1,8
,Asami changes gears and begins the car chase. Cars twirl and stop from crashing into the truck as it plows through the street. Asami dodges the cars and still tails the chi blockers but a massive truck blocks their way.,8,1,8
Asami,Korra! Bolin! Give me a ramp! Now!,8,1,8
,"Korra and Bolin earthbend a massive ramp that sends the car soaring into the air before landing safely, resuming their chase. Mako uses his lightning and strikes one of the chi blocker's motorcycle, making the chi blocker fall to the ground. Bolin earthbends earth darts, hitting the wheel of another motorcycle, causing the chi blocker to fall. Asami dodges the fallen cyclist. The rest of the chi blockers begin to use a smoke screen and move right in front of them. Not being able to see, Asami puts on her goggles and notices the chi blockers turning to the right.",8,1,8
Asami,Help me out! We gotta make this turn!,8,1,8
,"Korra and Bolin earthbend a giant, angled curve, making the car swerve up before landing back onto the street and they resume the chase.",8,1,8
Asami,"They don't know we made the turn. Okay, get ready.",8,1,8
,"Asami changes gears and the car gains speed to ram the motorcyclists, flinging them into the air before landing on top of the bonnet. Mako firebends but his arm is wrapped up by the Equalist's bola. Mako uses his other arm, but it becomes wrapped up as well. The other Equalist jumps in front of Bolin and chi blocks his arm before he can even attack, making him the fall back into his seat with pain. Asami electrocutes the chi blocker with her glove, causing the Equalist to fall onto the back seat. The first Equalist attempts to pull Mako out of his seat, but Korra grabs his shoulders and pulls him down, causing the Equalist to fall over onto the car, where Asami electrocutes him. Mako chucks the unconscious Equalist to the back and prepares to do another lightning strike. Asami drives the car closer to the truck so the driver is visible and Mako shoots his lightning at the driver. The driver becomes unconscious and the truck begins to swerve before tumbling to its sides, hitting the lamp post before it stopped. Photos are taken by reporters as the team waits for the police to arrive. Korra smiles as Tarrlok approaches them.",8,1,8
Tarrlok,"[Sternly.] Avatar Korra, what do you think you are doing?",8,1,8
Korra,"[Mockingly.] Oh, hey Tarrlok. Nice of you to show up finally. Here, we captured the escaped convicts for you.",8,1,8
Tarrlok,[Angered.] What you did was tear up the city and impede the real authorities in their pursuit of these criminals.,8,1,8
Korra,"[Raises one eyebrow.] Hmm, that's funny. [Places her finger on her cheek.] I didn't see your little task force or the cops the whole time. [Folds her arms and she looks away.] If it wasn't for Team Avatar, [Inspects her fingers.] they would've gotten away.",8,1,8
Tarrlok,[Points at her in fury.] This is your last warning. Stay out of my way! [He turns back and drives away while Team Avatar smiles in victory.],8,1,8
,Cut to the outside City Hall.,8,1,8
Tarrlok,"[Voice-over.] Republic City stands as a beacon of freedom, but the Equalists are using that freedom to tear it down. [Changes to show Tarrlok speaking to the council.] The law I have proposed would make it illegal for anyone to be a member of the Equalists or even be associated with them. It also puts into effect a curfew, ensuring all nonbenders are in their own homes by nightfall.",8,1,8
